ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
255807671,Photo,Red-crested x Red-capped Cardinal (hybrid),Paroaria coronata x gularis,,David F. Belmonte,2020-08-15,2020,8,15,935,Peru,PE-LIM,Lima,,Parque Antonio Raimondi,-12.1241691,-77.0384181,"",,Unspecified,"","",,,,,,,S72454930,"",,,,Avistamiento realizado entre las 9:40 - 9.45 am. Individuo muy confiado. Buscaba comida acercandose a escasos 1 - 2 metros del personal de jardinería de la municipalidad. Frecuentaba los alrededores de un área con tierra removida. Las características morfológicas de la especie hacen pensar que se trataría de un híbrido.,Paroaria coronata x gularis,x00488,Hybrid,33501,,5.00,2,,3600,5408
255543811,Photo,Colibrí Rubí-topacio,Chrysolampis mosquitus,,Cesar Bollatty - www.birdsofperutours.com,2020-08-14,2020,8,14,1202,Peru,PE-MDD,Madre de Dios,,"Chacra Familia, Alferez carretera Interoceanica",-12.3734660,-69.1504510,"",,Unspecified,"","",,,,,,,S72409372,"",,,,Visto por los miembros del grupo,Chrysolampis mosquitus,ruthum1,Species,4251,,5.00,2,,1445,2023
255434801,Photo,Cachirla del Páramo,Anthus bogotensis,,Arthur Grosset,2018-10-14,2018,10,14,0,Peru,PE-CAJ,Cajamarca,,Cruz Conga (Valqui F1.6),-7.0032778,-78.1988889,"",,Unspecified,"","",,,,,,,S65191736,"",,,,,Anthus bogotensis,parpip1,Species,30696,,5.00,2,,1066,1600
255426501,Photo,Colibrí de Cola Larga Verde,Lesbia nuna,,Marcelo Quipo,2019-08-04,2019,8,4,710,Peru,PE-PIU,Piura,,"Carretera Interoceanica Norte, Piura, PE (-5.882, -79.54)",-5.8823166,-79.5403803,"",,Unspecified,"","",,,,,,,S58742003,"",,,,,Lesbia nuna,grttra1,Species,4371,,5.00,2,,3456,4608
255426241,Photo,Cucarachero con Ceja,Cantorchilus superciliaris,,Marcelo Quipo,2019-08-02,2019,8,2,1723,Peru,PE-LAM,Lambayeque,,"Olmos, Alrededores , PE (-5.973, -79.751)",-5.9729875,-79.7512810,"",,Unspecified,"","",,,,,,,S58696777,"",,,,,Cantorchilus superciliaris,supwre1,Species,26484,,5.00,2,,3456,4608
254633001,Photo,Chotacabras Menor,Chordeiles acutipennis,,Angel  Cárdenas Hidalgo,2018-01-08,2018,1,8,750,Peru,PE-LIM,Lima,,Condominio Los Frutales,-11.4449486,-77.2520236,"",,Unspecified,"","",,,,,,,S72270656,"",,,,,Chordeiles acutipennis,lesnig,Species,3400,,5.00,2,,3456,4608
254445771,Photo,Eufonia Bronce y Verde,Euphonia mesochrysa,,Ney Pinchi Linares,2020-07-30,2020,7,30,915,Peru,PE-SAM,San Martín,,ACR Cordillera Escalera--El Mono y La Gata,-6.4603188,-76.3022938,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S71956868,"",,,,,Euphonia mesochrysa,brgeup1,Species,30821,,5.00,2,Habitat,2530,3505
253902701,Photo,Batará-Pizarroso Norteño,Thamnophilus punctatus,,Warren Perez,2020-08-05,2020,8,5,653,Peru,PE-SAM,San Martín,,Laguna Ricuricocha,-6.5365018,-76.4035606,"",,Unspecified,"","",,,,,,,S72132162,"",,,,,Thamnophilus punctatus,norsla1,Species,12870,,5.00,2,,4000,6000
253856631,Photo,Carpintero Chico,Dryobates passerinus,,Warren Perez,2020-08-05,2020,8,5,653,Peru,PE-SAM,San Martín,,Laguna Ricuricocha,-6.5365018,-76.4035606,"",,Unspecified,"","",,,,,,,S72132162,"",,,,,Dryobates passerinus,litwoo2,Species,10970,,5.00,2,,3340,4949
253623491,Photo,Calandria de Cola Larga,Mimus longicaudatus,,James Court,2020-03-05,2020,3,5,1200,Peru,PE-LIM,Lima,,Parque de La Cruz,-12.1488304,-77.0230973,"",,Unspecified,"","",,,,,,,S65475097,"",,,,,Mimus longicaudatus,lotmoc1,Species,,,5.00,2,,3406,4541
252331771,Photo,Tangara Aceitunada,Chlorothraupis carmioli,,Warren Perez,2020-07-21,2020,7,21,741,Peru,PE-SAM,San Martín,,ACR Cordillera Escalera--El Mono y La Gata,-6.4603188,-76.3022938,"",,Unspecified,"","",,,,,,,S71700610,"",,,,,Chlorothraupis carmioli,olitan1,Species,33172,,5.00,2,,3652,5628
252245951,Photo,Colibrí de Pico Largo,Heliomaster longirostris,,Naun Amable Silva,2020-07-28,2020,7,28,601,Peru,PE-MDD,Madre de Dios,,Estancia Bello Horizonte,-12.4772506,-69.0890318,"",,Unspecified,"","",,,,,,,S71926596,"",,,,,Heliomaster longirostris,lobsta1,Species,4578,,5.00,2,,1333,2000
251975291,Photo,Tirano Tropical,Tyrannus melancholicus,,Jose André Quispe Torres,2020-07-16,2020,7,16,1049,Peru,PE-LIM,Lima,,"161 Otorongo, Cercado de Lima, Municipalidad Metropolitana de Lima, PE (-12.071, -77.096)",-12.0709847,-77.0956460,"",,Unspecified,"","",,,,,,,S71545330,"",,,,,Tyrannus melancholicus,trokin,Species,16783,,5.00,2,,833,1055
251949471,Photo,Gorrión Casero,Passer domesticus,,"D'yanira Patiño Vela",2020-07-27,2020,7,27,1530,Peru,PE-LIM,Lima,,Calle. Los Recuerdos,-12.0276950,-76.9218225,"",Foraging or Eating,Unspecified,"","",,,,,,,S71880168,"",,,,,Passer domesticus,houspa,Species,30329,,5.00,2,"",1019,714
251861001,Photo,Tordo de Ala Amarilla,Agelasticus thilius,,Tomas  Llancay Levita,2020-07-19,2020,7,19,657,Peru,PE-CUS,Cuzco [Cusco],,Laguna de Huacarpay,-13.6180268,-71.7304230,Immature Female – 1,,Unspecified,"","",,,,,,,S71637726,"",,,,,Agelasticus thilius,yewbla2,Species,32653,,5.00,2,,1663,2162
251754181,Photo,Paloma Colorada,Patagioenas cayennensis,,Andrey Paredes,2020-07-18,2020,7,18,702,Peru,PE-SAM,San Martín,,Pantano Juan Guerrera,-6.6324521,-76.3238937,"",,Unspecified,"","",,,,,,,S71765003,"",,,,,Patagioenas cayennensis,pavpig2,Species,1885,,5.00,2,,1422,2170
251681011,Photo,Periquito Esmeralda,Forpus coelestis,,David F. Belmonte,2020-07-26,2020,7,26,845,Peru,PE-LIM,Lima,,Parque Benemérita Guardia Civil,-12.1047539,-77.0591958,"",,Unspecified,"","",,,,,,,S71842718,"",,,,,Forpus coelestis,pacpar2,Species,12432,,5.00,2,,3600,5408
251644011,Photo,Estrellita de Vientre Blanco,Chaetocercus mulsant,,Doris Gertler,2019-07-14,2019,7,14,630,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,"",,Unspecified,"","",,,,,,,S58499186,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4668,,5.00,2,,470,640
251643991,Photo,Estrellita de Vientre Blanco,Chaetocercus mulsant,,Doris Gertler,2019-07-14,2019,7,14,630,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,"",,Unspecified,"","",,,,,,,S58499186,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4668,,5.00,2,,480,633
251520621,Photo,Montañes Barbudo,Oreonympha nobilis,,Alexander Ayma Ugarte,2020-07-25,2020,7,25,806,Peru,PE-CUS,Cuzco [Cusco],,"Huarcapay, Cuzco, PE (-13.613, -71.732)",-13.6129993,-71.7324812,"",,Unspecified,"","",,,,,,,S71812202,"",,,,,Oreonympha nobilis,beamou1,Species,4401,,5.00,2,,2048,1365
251047901,Photo,Colibrí Jaspeado,Adelomyia melanogenys,,Arthur Grosset,2018-10-05,2018,10,5,0,Peru,PE-AMA,Amazonas,,ACP Abra Patricia,-5.6871246,-77.7864647,"",,Unspecified,"","",,,,,,,S65191638,"",,,,,Adelomyia melanogenys,spehum1,Species,4327,,5.00,2,,1067,1600
250694581,Photo,Mosquero Picudo,Megarynchus pitangua,,Johnny Wilson,2018-10-23,2018,10,23,1611,Peru,PE-MDD,Madre de Dios,,Inkaterra Hacienda Concepcion,-12.6077573,-69.0811086,"","",Unspecified,"","",,,,,,,S49438054,"",,,,,Megarynchus pitangua,bobfly1,Species,16601,,5.00,2,Multiple species,2848,4288
250042651,Photo,Minero Común,Geositta cunicularia,,Tomas  Llancay Levita,2020-07-02,2020,7,2,1103,Peru,PE-CUS,Cuzco [Cusco],,Laguna Wamba,-13.4444541,-71.9869950,"",,Unspecified,"","",,,,,,,S71070536,"",,,,,Geositta cunicularia,commin1,Species,13845,,5.00,2,,1853,2396
249977821,Photo,Rascón Negruzco,Pardirallus nigricans,,Jorge Galván,2020-06-12,2020,6,12,925,Peru,PE-PAS,Pasco,,Río Chontabamba a espaldas del Centro Poblado.,-10.5997300,-75.4400655,"","",Unspecified,"","",,,,,,,S70364670,"",,,,,Pardirallus nigricans,blarai1,Species,5233,,5.00,2,Habitat,3456,4608
249948311,Photo,Hoazín,Opisthocomus hoazin,,Timo Mitzen,2017-09-07,2017,9,7,851,Peru,PE-MDD,Madre de Dios,,Cocha Machuhuasi,-12.8299733,-71.3772404,"",,Unspecified,"","",,,,,,,S39161855,"",,,,,Opisthocomus hoazin,hoatzi1,Species,5086,,5.00,2,,3033,4563
249947421,Photo,Gritador Unicornio (Camungo),Anhima cornuta,,Timo Mitzen,2017-09-07,2017,9,7,851,Peru,PE-MDD,Madre de Dios,,Cocha Machuhuasi,-12.8299733,-71.3772404,"",,Unspecified,"","",,,,,,,S39161855,"",,,,,Anhima cornuta,horscr1,Species,,,5.00,2,,3648,5472
249944581,Photo,Lechuza de Vientre Leonado,Megascops watsonii,,Timo Mitzen,2017-09-07,2017,9,7,600,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S39161867,"",,,,,Megascops watsonii,tabsco1,Species,8371,,5.00,2,,2784,4146
249944541,Photo,Lechuza de Vientre Leonado,Megascops watsonii,,Timo Mitzen,2017-09-07,2017,9,7,600,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S39161867,"",,,,,Megascops watsonii,tabsco1,Species,8371,,5.00,2,,3648,5472
249666811,Photo,Tangara-de-Montaña de Vientre Escarlata,Anisognathus igniventris,,Timo Mitzen,2017-09-03,2017,9,3,619,Peru,PE-CUS,Cuzco [Cusco],,Behind San Luis,-13.0786200,-72.3903620,"",,Unspecified,"","",,,,,,,S38980265,"",,,,,Anisognathus igniventris,sbmtan1,Species,33535,,5.00,2,,990,1485
249666801,Photo,Tangara-de-Montaña de Vientre Escarlata,Anisognathus igniventris,,Timo Mitzen,2017-09-03,2017,9,3,619,Peru,PE-CUS,Cuzco [Cusco],,Behind San Luis,-13.0786200,-72.3903620,"",,Unspecified,"","",,,,,,,S38980265,"",,,,,Anisognathus igniventris,sbmtan1,Species,33535,,5.00,2,,990,1485
249666261,Photo,Tangara-de-Montaña de Vientre Escarlata,Anisognathus igniventris,,Timo Mitzen,2017-09-03,2017,9,3,1003,Peru,PE-CUS,Cuzco [Cusco],,Roadside and side valley Abra Malaga ,-13.1153190,-72.3406700,"",,Unspecified,"","",,,,,,,S38980099,"",,,,,Anisognathus igniventris,sbmtan1,Species,33535,,5.00,2,,1980,2953
249494311,Photo,Pato de los Torrentes,Merganetta armata,,Timo Mitzen,2017-09-01,2017,9,1,805,Peru,PE-CUS,Cuzco [Cusco],,Santuario Historico Machu Picchu--Ferrocarril (Aguas Calientes a Mandor),-13.1501553,-72.5360620,"",,Unspecified,"","",,,,,,,S38959029,"",,,,,Merganetta armata,torduc1,Species,407,,5.00,2,,1156,1729
249493701,Photo,Loro Tumultuoso (tumultuosus),Pionus tumultuosus tumultuosus,,Timo Mitzen,2017-08-31,2017,8,31,1545,Peru,PE-CUS,Cuzco [Cusco],,Santuario Historico Machu Picchu--Ferrocarril (Aguas Calientes a Mandor),-13.1501553,-72.5360620,"",,Unspecified,"","",,,,,,,S38959087,"",,,,,Pionus tumultuosus,spfpar3,Group,12327,,5.00,2,,3249,2655
249304591,Photo,Torito de Pico Amarillo,Anairetes flavirostris,,Jose Luis Lescano Perez Pacheco,2020-02-06,2020,2,6,650,Peru,PE-HUV,Huancavelica,,Huaytara Centro Arqueologico,-13.5782334,-75.2525591,"",,Unspecified,"","",,,,,,,S71444832,"",,,,,Anairetes flavirostris,ybttyr1,Species,15830,,5.00,2,,3159,4469
249288101,Photo,Playerito Menudo,Calidris minutilla,,Tomas  Llancay Levita,2020-03-10,2020,3,10,805,Peru,PE-ICA,Ica,,Playa El Chaco,-13.8308119,-76.2475355,"",,Unspecified,"","",,,,,,,S65733814,"",,,adulto no reproductivo,,Calidris minutilla,leasan,Species,5948,,5.00,2,,2048,2729
249286401,Photo,Chorlo Semipalmado,Charadrius semipalmatus,,Tomas  Llancay Levita,2020-03-10,2020,3,10,805,Peru,PE-ICA,Ica,,Playa El Chaco,-13.8308119,-76.2475355,"",Foraging or Eating,Unspecified,"","",,,,,,,S65733814,"",,,estaba anillado con una cinta amarilla,,Charadrius semipalmatus,semplo,Species,5770,,5.00,2,"",1976,2024
248665321,Photo,Pitajo de d’Orbigny,Ochthoeca oenanthoides,,Alexander Ayma Ugarte,2020-07-10,2020,7,10,709,Peru,PE-CUS,Cuzco [Cusco],,Sitio Arqueológico Tambomachay,-13.4804186,-71.9663823,"",,Unspecified,"","",,,,,,,S71328028,"",,,,,Ochthoeca oenanthoides,dorcht1,Species,16540,,5.00,2,,864,1080
248052201,Photo,Tangara Verde y Dorada,Tangara schrankii,,Naun Amable Silva,2020-06-07,2020,6,7,638,Peru,PE-MDD,Madre de Dios,,Ñape Lodge,-12.7796948,-69.2579842,"",,Unspecified,"","",,,,,,,S70260618,"",,,,,Tangara schrankii,gagtan2,Species,33774,,5.00,2,,1333,2000
247064841,Photo,Colibrí de Cola Larga Verde,Lesbia nuna,,Cory Gregory,2016-08-10,2016,8,10,1645,Peru,PE-CUS,Cuzco [Cusco],,Hotel Pakaritampu,-13.2624027,-72.2675794,"",,Unspecified,"","",,,,,,,S31091125,"",,,,,Lesbia nuna,grttra1,Species,4371,,5.00,2,,1912,2868
246098201,Photo,Garcita Azul,Egretta caerulea,,David F. Belmonte,2020-06-27,2020,6,27,920,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"",,Unspecified,"","",,,,,,,S70894561,"",,,,,Egretta caerulea,libher,Species,7156,,5.00,2,,3600,5408
246030391,Photo,Zambullidor de Pico Grueso,Podilymbus podiceps,,Wim Knuts,2019-01-05,2019,1,5,1400,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Génesis,-12.2110124,-76.9878960,"",,Unspecified,"","",,,,,,,S70884155,"",,,,,Podilymbus podiceps,pibgre,Species,1785,,5.00,2,,2048,3072
246029421,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Wim Knuts,2019-01-05,2019,1,5,1400,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Génesis,-12.2110124,-76.9878960,"",,Unspecified,"","",,,,,,,S70884155,"",,,,,Coragyps atratus,blkvul,Species,7412,,5.00,2,,1080,1728
246005701,Photo,Faláropo Tricolor,Phalaropus tricolor,,kris Webb,2017-03-28,2017,3,28,700,Peru,PE-PUN,Puno,,Malecón Puno (Espejo de Agua),-15.8330494,-70.0161266,"",,Unspecified,"","",,,,,,,S70880732,"",,,,Went out on a boat and the lake was covered with the phalaropes,Phalaropus tricolor,wilpha,Species,,,5.00,2,,267,400
245732881,Photo,Ganso del Orinoco,Oressochen jubatus,,Garrett Lau,2017-06-14,2017,6,14,1400,Peru,PE-MDD,Madre de Dios,,Rio Madre de Dios--Manú Wildlife Center a Tambo Blanquillo Lodge,-12.3964700,-70.7017000,"",,Unspecified,"","",,,,,,,S70831625,"",,,,,Oressochen jubatus,origoo1,Species,357,,5.00,2,,1050,1575
245732101,Photo,Ganso del Orinoco,Oressochen jubatus,,Garrett Lau,2017-06-14,2017,6,14,1115,Peru,PE-MDD,Madre de Dios,,Rio Madre de Dios--Manú Wildlife Center a Tambo Blanquillo Lodge,-12.3964700,-70.7017000,"",,Unspecified,"","",,,,,,,S70831372,"",,,,,Oressochen jubatus,origoo1,Species,357,,5.00,2,,1050,1575
245677811,Photo,Urraca Violácea,Cyanocorax violaceus,,Garrett Lau,2017-06-13,2017,6,13,745,Peru,PE-MDD,Madre de Dios,,Rio Madre de Dios--Manú Wildlife Center a Tambo Blanquillo Lodge,-12.3964700,-70.7017000,"",,Unspecified,"","",,,,,,,S70824826,"",,,,,Cyanocorax violaceus,viojay1,Species,20460,,5.00,2,,1050,1575
245660961,Photo,Tangara Enmascarada,Stilpnia nigrocincta,,Warren Perez,2020-06-19,2020,6,19,653,Peru,PE-SAM,San Martín,,ACR Cordillera Escalera--El Mono y La Gata,-6.4603188,-76.3022938,"","",Unspecified,"","",,,,,,,S70608495,"",,,,,Stilpnia nigrocincta,mastan1,Species,33684,,5.00,2,Watermark,2992,4488
245634071,Photo,Brillante de Pecho Castaño,Heliodoxa aurescens,,Garrett Lau,2017-06-09,2017,6,9,700,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S70818394,"",,,,,Heliodoxa aurescens,goujew1,Species,,,5.00,2,,1050,1574
245634011,Photo,Colibrí de Nuca Blanca,Florisuga mellivora,,Garrett Lau,2017-06-09,2017,6,9,700,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,"",,Unspecified,"","",,,,,,,S70818394,"",,,,,Florisuga mellivora,whnjac1,Species,,,5.00,2,,1050,1575
245503201,Photo,Zambullidor de Pico Grueso,Podilymbus podiceps,,Garrett Lau,2017-06-03,2017,6,3,1145,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"",,Unspecified,"","",,,,,,,S70794047,"",,,,,Podilymbus podiceps,pibgre,Species,1785,,5.00,2,,1049,1575
244305811,Photo,Rascón-Montés de Capucha Gris,Aramides cajaneus,,walter mancilla huaman,2020-06-14,2020,6,14,909,Peru,PE-CUS,Cuzco [Cusco],,"Cocha Esther Jirón Cusco, Kimbiri, Cuzco, PE (-12,615, -73,793)",-12.6146668,-73.7927836,"",,Unspecified,"","",,,,,,,S70590265,"",,,,,Aramides cajaneus,gycwor1,Species,5252,,5.00,2,,1496,2400
243689271,Photo,Paloma-Perdiz de Garganta Blanca,Zentrygon frenata,,Jorge Novoa - CORBIDI,2009-09-11,2009,9,11,1006,Peru,PE-PIU,Piura,,Bosque de Ramos,-4.7100990,-79.4677480,"",,Unspecified,"","",,,,,,,S70489142,"",,,,,Zentrygon frenata,wtqdov1,Species,2332,,5.00,2,,1832,3264
243096311,Photo,Tangara de Cuello Azul,Stilpnia cyanicollis,,Thibaud Aronson,2020-02-02,2020,2,2,613,Peru,PE-PAS,Pasco,,Carolina Egg Gasthaus,-10.5777235,-75.3971529,"",,Unspecified,"","",,,,,,,S64037871,"",,,,,Stilpnia cyanicollis,blntan1,Species,33883,,5.00,2,,3000,4500
242872351,Photo,Rascón Negruzco,Pardirallus nigricans,,Jorge Galván,2020-06-12,2020,6,12,925,Peru,PE-PAS,Pasco,,Río Chontabamba a espaldas del Centro Poblado.,-10.5997300,-75.4400655,Adult Male,Foraging or Eating,Unspecified,"","",,,,,,,S70364670,"",,,,,Pardirallus nigricans,blarai1,Species,5233,,5.00,2,"",3456,4608
242732711,Photo,Trogón Ecuatoriano,Trogon mesurus,,Arthur Grosset,2018-10-18,2018,10,18,0,Peru,PE-CAJ,Cajamarca,,"Cerro Casupe (-6.5327, -79.3833)",-6.5483681,-79.2139460,Adult Male – 1,,Unspecified,"","",,,,,,,S65191745,"",,,,,Trogon mesurus,bkttro2,Species,8949,,5.00,2,,1600,1067
241150951,Photo,Gallinazo de Cabeza Roja,Cathartes aura,,Omar Custodio - CORBIDI,2013-11-09,2013,11,9,730,Peru,PE-PIU,Piura,,Zona Reservada Illescas--Lobera Grande,-5.8901010,-81.1500768,"",,Unspecified,"","",,,,,,,S70067697,"",,,,,Cathartes aura,turvul,Species,7338,,5.00,2,,2053,2885
241135781,Photo,Tangara de Garganta Amarilla,Iridosornis analis,,Thibaud Aronson,2020-01-20,2020,1,20,913,Peru,PE-PAS,Pasco,,"Camino Al Bosque Scho'llet",-10.6499890,-75.3540069,"",Foraging or Eating,Unspecified,"","",,,,,,,S63600271,"",,,,,Iridosornis analis,yettan1,Species,33763,,5.00,2,"",3199,4799
240468971,Photo,Tortolita Moteada,Metriopelia ceciliae,,Holmes Pantoja,2020-06-01,2020,6,1,1618,Peru,PE-CUS,Cuzco [Cusco],,El Molino Hotel Birds,-13.2209301,-72.2986560,"",,Unspecified,"","",,,,,,,S69947602,"",,,,,Metriopelia ceciliae,bfgdov1,Species,,,5.00,2,,2953,4429
240335631,Photo,Avefría Andina,Vanellus resplendens,,Jacek Betleja,2016-08-16,2016,8,16,0,Peru,PE-CUS,Cuzco [Cusco],,Pincopata EcoCamp,-13.4912669,-72.5330418,"","",Unspecified,"","",,,,,,,S68256685,"",,,,,Vanellus resplendens,andlap1,Species,5722,,5.00,2,Habitat,1515,2692
240335211,Photo,Tangara Enmascarada,Stilpnia nigrocincta,,Naun Amable Silva,2020-05-22,2020,5,22,1600,Peru,PE-MDD,Madre de Dios,,Estancia Bello Horizonte,-12.4772506,-69.0890318,"",,Unspecified,"","",,,,,,,S69597741,"",,,,,Stilpnia nigrocincta,mastan1,Species,33684,,5.00,2,,1333,2000
240283861,Photo,Tortolita Peruana,Columbina cruziana,,Peter Hawrylyshyn,2014-01-15,2014,1,15,1159,Peru,PE-LAM,Lambayeque,,ACP Chaparrí,-6.5396355,-79.4756556,Adult – 1,,Unspecified,"","",,,,,,,S17279604,"",,,,,Columbina cruziana,crgdov1,Species,2243,,5.00,2,,2310,3465
240279211,Photo,Tirano Tropical,Tyrannus melancholicus,,Peter Hawrylyshyn,2014-01-05,2014,1,5,630,Peru,PE-SAM,San Martín,,Tarapoto Tunnel (South),-6.4621200,-76.3074000,Adult – 1,,Unspecified,"","",,,,,,,S17279501,"",,,,,Tyrannus melancholicus,trokin,Species,16783,,5.00,2,,2240,2240
240058861,Photo,Garza Cuca,Ardea cocoi,,Jacek Betleja,2016-08-27,2016,8,27,0,Peru,PE-MDD,Madre de Dios,,Rio Madre de Dios,-12.3574416,-70.7038879,"","",Unspecified,"","",,,,,,,S68788058,"",,,,,Ardea cocoi,cocher1,Species,7182,,5.00,2,Habitat,1931,1930
240014601,Photo,Guacamayo Rojo y Verde,Ara chloropterus,,Jacek Betleja,2016-08-28,2016,8,28,0,Peru,PE-MDD,Madre de Dios,,Blanquillo Macaw Clay Lick,-12.4442778,-70.7042500,"",,Unspecified,"","",,,,,,,S68879278,"",,,,,Ara chloropterus,ragmac1,Species,12584,,5.00,2,,3264,4912
239211771,Photo,Tangara-de-Montaña Encapuchada,Buthraupis montana,,Peter Hawrylyshyn,2016-09-17,2016,9,17,631,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Esperanza,-13.1779750,-71.6032900,Adult Male – 1,,Unspecified,"","",,,,,,,S31762280,"",,,,,Buthraupis montana,homtan1,Species,33504,,5.00,2,,967,1451
239211401,Photo,Subepalo Perlado,Margarornis squamiger,,Peter Hawrylyshyn,2016-09-17,2016,9,17,631,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Esperanza,-13.1779750,-71.6032900,"",,Unspecified,"","",,,,,,,S31762280,"",,,,,Margarornis squamiger,peatre1,Species,14675,,5.00,2,,1423,2135
238591581,Photo,Martín Pescador Amazónico,Chloroceryle amazona,,walter mancilla huaman,2020-05-24,2020,5,24,717,Peru,PE-CUS,Cuzco [Cusco],,"Cocha Esther Jirón Cusco, Kimbiri, Cuzco, PE (-12,615, -73,793)",-12.6146668,-73.7927836,"",,Unspecified,"","",,,,,,,S69589782,"",,,,,Chloroceryle amazona,amakin1,Species,,,5.00,2,,1495,2400
238587771,Photo,Loro de Cabeza Azul,Pionus menstruus,,Peter Hawrylyshyn,2016-09-15,2016,9,15,546,Peru,PE-MDD,Madre de Dios,,"-12.8540x-71.3798 - Sep 15, 2016, 5:46 AM",-12.8540340,-71.3798310,Adult – 1,"",Unspecified,"","",,,,,,,S31762284,"",,,,,Pionus menstruus,blhpar1,Species,12236,,5.00,2,Nest,1984,2977
238587671,Photo,Garza-Tigre Oscura,Tigrisoma fasciatum,,Peter Hawrylyshyn,2016-09-15,2016,9,15,546,Peru,PE-MDD,Madre de Dios,,"-12.8540x-71.3798 - Sep 15, 2016, 5:46 AM",-12.8540340,-71.3798310,Adult – 1,"",Unspecified,"","",,,,,,,S31762284,"",,,,,Tigrisoma fasciatum,father1,Species,7084,,5.00,2,Habitat,2976,4465
238583091,Photo,Cardenal de Gorro Rojo,Paroaria gularis,,Peter Hawrylyshyn,2016-09-14,2016,9,14,1439,Peru,PE-MDD,Madre de Dios,,Amazonía Lodge,-12.8702100,-71.3756400,Adult Male – 1,Vocalizing,Unspecified,"","",,,,,,,S31762286,"",,,,,Paroaria gularis,reccar4,Species,33309,,5.00,2,"",2192,3288
238532121,Photo,Ninfa de Cola Ahorquillada,Thalurania furcata,,Robert Lewis,2014-01-06,2014,1,6,700,Peru,PE-SAM,San Martín,,Waqanki/Quebrada Mishquiyaquillo,-6.0753855,-76.9762793,Adult Male – 1,,Unspecified,"","",,,,,,,S17080687,"",,,,,Thalurania furcata,fotwoo1,Species,4831,,5.00,2,,1091,873
238528271,Photo,Calzadito Verdoso,Haplophaedia aureliae,,Robert Lewis,2014-01-07,2014,1,7,1200,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.7052086,-77.9033446,Adult Female – 1,,Unspecified,"","",,,,,,,S17084028,"",,,,,Haplophaedia aureliae,grepuf1,Species,4431,,5.00,2,,1775,2663
238445541,Photo,Gallito-de-las-Rocas Andino,Rupicola peruvianus,,Peter Hawrylyshyn,2016-09-11,2016,9,11,1450,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Cock-of-the-Rock Lek,-13.0657106,-71.5617844,Adult Male – 1,,Unspecified,"","",,,,,,,S31762252,"",,,,,Rupicola peruvianus,andcot1,Species,15248,,5.00,2,,3108,3108
238445211,Photo,Tangara del Paraíso,Tangara chilensis,,Peter Hawrylyshyn,2016-09-11,2016,9,11,558,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,Adult – 1,Foraging or Eating,Unspecified,"","",,,,,,,S31762249,"",,,,,Tangara chilensis,partan1,Species,33727,,5.00,2,"",1616,2424
237535331,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,Anna Hiller,2018-08-16,2018,8,16,1011,Peru,PE-UCA,Ucayali,,Boat ride--Serjali to mouth of Rio Sepa,-10.7292153,-73.4050674,"",,Unspecified,"","",,,,,,,S50366883,"",,,,,Coragyps atratus,blkvul,Species,7412,,5.00,2,,2995,4232
